Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
100,15,1,0.8,MultinomialNB(),-2.8,-2.204,-2.641,4.438,2.604,31.139,25.665,1041,0.519,0:00:00.063633,0:00:44.733799
,,,,,,,,,,,,,,,
100,15,1,0.8,LinearSVC(max_iter=10000),0.714,0.223,-0.214,2.175,0.342,7.554,2.08,1041,0.519,0:15:33.165157,0:00:44.733799
,,,,,,,,,,,,,,,
100,15,1,0.8,LogisticRegression(max_iter=10000),0.75,0.339,-0.098,2.011,0.177,6.427,0.954,1041,0.519,0:02:57.033638,0:00:44.733799
,,,,,,,,,,,,,,,
100,15,1,0.7,MultinomialNB(),-3.25,-2.287,-2.724,4.397,2.563,31.951,26.478,691,0.344,0:00:00.042909,0:00:20.884345
,,,,,,,,,,,,,,,
100,15,1,0.7,LinearSVC(max_iter=10000),0.61,0.192,-0.245,2.212,0.378,7.857,2.384,691,0.344,0:12:39.481328,0:00:20.884345
,,,,,,,,,,,,,,,
100,15,1,0.7,LogisticRegression(max_iter=10000),0.653,0.305,-0.132,2.049,0.215,6.758,1.284,691,0.344,0:01:44.221382,0:00:20.884345
,,,,,,,,,,,,,,,
100,15,1,0.6,MultinomialNB(),-2.315,-1.726,-2.163,4.159,2.326,26.498,21.025,341,0.17,0:00:00.026937,0:00:06.601290
,,,,,,,,,,,,,,,
100,15,1,0.6,LinearSVC(max_iter=10000),0.5,0.041,-0.396,2.431,0.597,9.318,3.845,341,0.17,0:08:00.548494,0:00:06.601290
,,,,,,,,,,,,,,,
100,15,1,0.6,LogisticRegression(max_iter=10000),0.523,0.187,-0.25,2.228,0.395,7.9,2.427,341,0.17,0:00:37.965551,0:00:06.601290
,,,,,,,,,,,,,,,
100,15,2,1,MultinomialNB(),-1.476,-1.295,0,3.804,0,22.305,0,1859,1,0:00:00.113171,0:02:15.420508
,,,,,,,,,,,,,,,
100,15,2,1,LinearSVC(max_iter=10000),0.864,0.301,0,2.021,0,6.793,0,1859,1,0:39:30.472861,0:02:15.420508
,,,,,,,,,,,,,,,
100,15,2,1,LogisticRegression(max_iter=10000),0.88,0.431,0,1.836,0,5.526,0,1859,1,0:24:22.160877,0:02:15.420508
,,,,,,,,,,,,,,,
100,15,2,0.975,MultinomialNB(),-1.63,-1.435,-1.866,3.92,2.084,23.664,18.138,1640,0.882,0:00:00.224532,0:03:46.780078
,,,,,,,,,,,,,,,
100,15,2,0.975,LinearSVC(max_iter=10000),0.833,0.332,-0.1,1.986,0.15,6.494,0.967,1640,0.882,0:21:34.411948,0:02:00.322175
,,,,,,,,,,,,,,,
100,15,2,0.975,LogisticRegression(max_iter=10000),0.862,0.409,-0.023,1.872,0.036,5.746,0.22,1640,0.882,0:06:28.106246,0:02:00.322175
,,,,,,,,,,,,,,,
100,15,2,0.95,MultinomialNB(),-1.811,-1.544,-1.975,3.993,2.157,24.727,19.2,1527,0.821,0:00:00.121555,0:01:43.603472
,,,,,,,,,,,,,,,
100,15,2,0.95,LinearSVC(max_iter=10000),0.812,0.323,-0.109,1.979,0.143,6.581,1.055,1527,0.821,0:21:01.767459,0:01:43.603472
,,,,,,,,,,,,,,,
100,15,2,0.95,LogisticRegression(max_iter=10000),0.838,0.429,-0.003,1.847,0.011,5.551,0.025,1527,0.821,0:05:50.590985,0:01:43.603472
,,,,,,,,,,,,,,,
100,15,2,0.925,MultinomialNB(),-1.962,-1.647,-2.079,4.068,2.232,25.731,20.204,1442,0.776,0:00:00.098094,0:01:31.747186
,,,,,,,,,,,,,,,
100,15,2,0.925,LinearSVC(max_iter=10000),0.799,0.252,-0.18,2.102,0.266,7.273,1.746,1442,0.776,0:20:52.080369,0:01:31.747186
,,,,,,,,,,,,,,,
100,15,2,0.925,LogisticRegression(max_iter=10000),0.821,0.378,-0.054,1.923,0.087,6.048,0.521,1442,0.776,0:05:11.386990,0:01:31.747186
,,,,,,,,,,,,,,,
100,15,2,0.9,MultinomialNB(),-2.11,-1.722,-2.153,4.111,2.275,26.457,20.931,1363,0.733,0:00:00.091745,0:01:24.631313
,,,,,,,,,,,,,,,
100,15,2,0.9,LinearSVC(max_iter=10000),0.782,0.268,-0.163,2.075,0.239,7.111,1.584,1363,0.733,0:20:04.140787,0:01:24.631313
,,,,,,,,,,,,,,,
100,15,2,0.9,LogisticRegression(max_iter=10000),0.808,0.372,-0.06,1.926,0.09,6.109,0.582,1363,0.733,0:04:23.917292,0:01:24.631313
,,,,,,,,,,,,,,,
100,15,2,0.85,MultinomialNB(),-2.428,-1.931,-2.362,4.257,2.421,28.489,22.962,1194,0.642,0:00:00.080493,0:01:05.427252
,,,,,,,,,,,,,,,
Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train R2, Test R2, Test R2 (gain), MAE, MAE (gain), MSE, MSE (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time

100,15,2,0.85,MultinomialNB(),-2.428,-1.931,-1.931,4.257,4.257,28.489,28.489,1194,0.642,0:00:00.069822,0:00:52.366548,

100,15,2,0.85,LinearSVC(max_iter=10000),0.755,0.249,0.249,2.113,2.113,7.295,7.295,1194,0.642,0:16:49.512863,0:00:52.366548,

100,15,2,0.85,LogisticRegression(max_iter=10000),0.778,0.354,0.354,1.968,1.968,6.28,6.28,1194,0.642,0:04:09.693074,0:00:52.366548,

100,15,2,0.8,MultinomialNB(),-2.787,-2.189,-2.189,4.423,4.423,30.994,30.994,1016,0.547,0:00:00.066814,0:00:42.467327,

100,15,2,0.8,LinearSVC(max_iter=10000),0.714,0.23,0.23,2.168,2.168,7.481,7.481,1016,0.547,0:15:40.189711,0:00:42.467327,

100,15,2,0.8,LogisticRegression(max_iter=10000),0.75,0.333,0.333,2.021,2.021,6.482,6.482,1016,0.547,0:03:03.775329,0:00:42.467327,

100,15,2,0.7,MultinomialNB(),-3.25,-2.283,-2.283,4.394,4.394,31.908,31.908,679,0.365,0:00:00.044391,0:00:19.325548,

100,15,2,0.7,LinearSVC(max_iter=10000),0.606,0.204,0.204,2.196,2.196,7.733,7.733,679,0.365,0:12:49.195566,0:00:19.325548,

100,15,2,0.7,LogisticRegression(max_iter=10000),0.654,0.306,0.306,2.048,2.048,6.75,6.75,679,0.365,0:01:39.007445,0:00:19.325548,

100,15,2,0.6,MultinomialNB(),-2.261,-1.708,-1.708,4.133,4.133,26.317,26.317,336,0.181,0:00:00.023863,0:00:06.317667,

100,15,2,0.6,LinearSVC(max_iter=10000),0.499,0.04,0.04,2.433,2.433,9.328,9.328,336,0.181,0:08:11.498713,0:00:06.317667,

100,15,2,0.6,LogisticRegression(max_iter=10000),0.524,0.188,0.188,2.226,2.226,7.889,7.889,336,0.181,0:00:42.770065,0:00:06.317667,

